userName,score,at,content
Budi,1,2023-08-02 11:19:29,Aplikasi tidak berguna
fira endik,1,2023-08-02 11:00:34,Kenapa gabisa di download dah
VYDYN,1,2023-08-02 10:57:52,"Login pakai akun lama ndak bisa, giliran daftar noyifnya NIK sudah di gunakan. Lha ini fungsinya buat download kartu vaksin dan butuh nik sendiri. Kalau notif NIK sudah di gunakan trua bagaimana???"
Deri Irwandi,1,2023-08-02 10:50:58,"gaje kali apk ni,udah enak yg kmaren malah diganti nyusah"" in...."
Bonitua Sihombing,5,2023-08-02 10:47:24,Bagus
noreen gallery,1,2023-08-02 10:31:50,Aplikasi cacat g guna
Shany Hartiny,1,2023-08-02 09:56:55,"Ini apk Giman cara gunainnya, kemarin pas masih peduli lindungi mau liat sertifak vaksin bisa. Tapi pas gitu yang ini mau liat sertifikat vaksin, anda belum mempunyai sertifikat vaksin jelas"" pas peduli lindungi ada"
Miyabi Semok,2,2023-08-02 09:53:19,"Awal pasang apk ini, hasil tes nya langsung keluar kenapa ini instal ulang gak ada, padahal udah vaksin1,2 dan 3 lohh, kenapa yg keluar cmn yg pertama....."
dinsky J,1,2023-08-02 09:45:10,Maaf masukan kode Verifikasi yang benar????!!! Udah benar malah ga masuk aneh kocak ngt
Kak Nasir,1,2023-08-02 09:41:32,"Hapus saja apps gk ada guna, menuhin memory saja ,"
Septian Bahari,5,2023-08-02 07:26:01,Mantap
Yusup Kurniawan,1,2023-08-02 05:33:59,Tolong lah untuk sertifikat sama tiket vaksin tolong dipercpt ampir 1 bulan belum keluar2 buat apa2 susah gak kaya peduli lindungi garcep
Roy,5,2023-08-02 03:06:51,"Aplikasi sangat baik menurut sya unduh daftar pke no yg terdaftar sesuai email langsung login gak ribet,yg penting no hp/email/nik sesuai gak ada masalah dan terutama gunakan fitur hp yg benar ok 😁"
Alifu' 717,1,2023-08-01 23:35:01,kode otp sudah tepat malah suruh masukin yang tepat🤦‍♂️ mau mempermudah malah di persulit
Deden H,1,2023-08-01 21:46:46,"Gabisa login akun. Masih peduli lindungi nyaman"" aja. Pas update mau login akun no hp salah padahal no nya itu"" aja. Pas coba daftar ulang nik sudah digunakan. Jadi gimana cara loginnya ?!!!"
JONO PAULUS PARRANGAN,5,2023-08-01 19:47:05,👍👍👍👍
YANG penting am nya merah kut,1,2023-08-01 19:46:20,"Ini gimana sih sistem nya padahal saya sudah vaksin bosteer tapi kok nggak tercantum di aplikasi padahal sebelum update vaksin pertama dan kedua say tercantum lho, saya lapor via wa nggak di tangani, jadi nggak jelas"
Wawan Kurniawan,4,2023-08-01 19:14:36,Sabgat bermanfaat & mempermudah kita
SUSANTO GEGESIK,5,2023-08-01 18:46:21,Mantap
Darila Yadi,1,2023-08-01 18:12:43,Ini kenapa ya aplikasi jadi ribet... Masa gak ada sertifikat vaksin kaya aplikasi PeduliLindungi. Saya cari² gak ada semua. Padahal itu untuk saya cari kerja utuk di lihatkan ke perusahaan . Balikin lagi ke aplikasi PeduliLindungi kenapa sih. Ribet bgt inj apa sih
Rozal Aaa,5,2023-08-01 16:28:02,Òa
A M,1,2023-08-01 15:18:18,YG BIKIN APK IJASAHNYA ASLI AP ENGGA YA ? KENAPA VAKSIN PFIZER MUNCUL BOOSTER? UDAH GITU RIWAYATNYA VAKSIN PERTAMA.
sweet cupcake,1,2023-08-01 14:02:23,jelek susah login karena nomor hangus udah hubungi cs gak ada respon sama sekali
Rian saputra,1,2023-08-01 13:19:13,gajelas aplikasi gajelas udh ada kode verifikasi malah di sebut salah
SHUGIONONGO,1,2023-08-01 12:40:10,bisa bisanya gagal login pdhal kode verivikasinya sudah bner
Meizer Oliv,1,2023-08-01 11:25:23,nyusahin ngelama lamain doang
Ardiansyah ARDY,2,2023-08-01 10:10:22,Aplikasi membingungkan.. Sudah masukkan kode verifikasi secara benar. Tapi tetap saya ada notif salah... Aneh
Turinah Turinah,1,2023-08-01 08:50:07,"Enggak bisa login, padahal email sama no hp yg dipake sama"
Hidayat Nur,1,2023-08-01 08:09:59,"Saya mau download sertifikat vaksin aja ribett,, jngan dibikin susahh dongg"
SameL Lodarmase,5,2023-08-01 06:42:35,"Meskipun aku tidak bisa terdaftar, tapi aku kasih bintang 🌟🌟🌟🌟🌟"
Fajri Ahmad,2,2023-08-01 06:02:31,Gw gak bisa login
arif pangestu,5,2023-08-01 01:58:00,Bagus
Supriyatna Jkt,5,2023-08-01 01:17:15,Oke mantap
Kuntilanak Jelek,1,2023-08-01 00:36:44,"Lu tau sampah ga njing?...nah itulah aplikasi ini setelah di update, biasanya aplikasi yg di update akan nambah bagus...tapi ini malah kebalikannya...jadi sampah dan ga guna"
Iyus Iyus,1,2023-07-31 23:40:27,Ni aplikasi apaan padahal saya sudah vaksin ke dua kok dibilang blum vaksin kedua aneh aplikasi taiq
Ranti Mozura,1,2023-07-31 22:08:18,"Jelek bgt aplikasi ini, terlalu sering update bukannya tambah bagus malah makin jelek. setiap update harus daftar ulang, ngelihat sertifikat vaksin ribetnya minta ampun. ga guna bgt aplikasinya!! udh banyak yang komplain tp ga pernah di gubris."
hafiZ Zin,1,2023-07-31 22:07:57,"Pas di update sertifikatnya kok tidak bisa muncul, atau tidak ada lagi padahal dulu ada sampai vaksin booster, semoga diperbaiki lagi aplikasinya"
Eni Ramadhani,1,2023-07-31 21:23:44,"Sangat buruk, gabisa login padahal data sudah benar"
Debora Yagami,1,2023-07-31 20:13:12,data tidak terdata
Putri S,1,2023-07-31 19:59:46,Susah masuk
ariadata Mahesa089,1,2023-07-31 18:51:50,Aplikasi dulunya berguna sekarang setelah di upgrade ga ada gunanya hapus aja kembalikan semula...
Leo Fu,5,2023-07-31 17:29:40,Ok
Nasrullah Nasrullah,5,2023-07-31 16:31:17,Good
Jasmani Jasmani,5,2023-07-31 15:50:13,Memudahkan urusan menjadi mudah
Hilman Agustinus,1,2023-07-31 15:33:06,"Aplikasinya buruk. Sertifikat tidak muncul .. hubungin call centre 1500720 nomer sedang tidak aktif, di email tidak dibalas. Buang2 anggaran saja, aplikasi kalo belum sempurna dan bermasalah jangan diterbitkan. Menyusahkan masyarakat. Tolong ibu/ bapak kemenkes di perhatikan. Jangan duduk2 dan banyak bersantai saja. Memalukan !"
Wildan Gunawan,2,2023-07-31 14:35:42,maaf tiket vaksin booster pertama saya kenapa gak muncul ya?
Anindita Rachmah,1,2023-07-31 14:18:07,Ini kenapa dari kemarin tidak bisa buat download sertifikat vaksin padahal lagi butuh banget gilaaaa
Bapak Yuli,1,2023-07-31 14:18:02,Satu bintang deh sy kn dh 3 x di rubh rubh satu sehat mlh bikin ribet beeet jdi gk jelas harusnya klo udh peduli lindungi trusin itu mksudnya buat apa di gnti gnti nama mlh nyusahin
nisa mulki sabilah,1,2023-07-31 14:02:52,Nama akun saya gada saya udah vaksin 3 kali loh
Aseptelagamustika Aseptelaga,1,2023-07-31 13:36:31,"Ini gantinya peduli lindungi, Koq virusnya gak diganti juga om,"
Muhammad Khaidhori,1,2023-07-31 12:54:44,Upgrade atau downgrade nih pelayanan online Lembaga Kementerian kesehatan
Amalia Septiani,1,2023-07-31 12:26:24,Susah log in
Dea Oktavia,1,2023-07-31 12:16:55,"Pelayanan aduan sangat lamban Tolong dong di tingkatkan lagi, sudah berminggu"" sertifikat blm mucul, WApun jg sama kek gk ada orang yg kerja aja! Pusat bantuan minta ktp + surat vaksin udh di kasih masih aja minta swa foto bawa ktp, emangnya ini aplikasi pinjol! cyber di Indonesia blm maksimal sering terjadi kebocoran data, ini lg malah minta aneh"", mau tanggung jawab kah kalu ada apa"" ."
Bani Setiawan,1,2023-07-31 11:52:22,Gimana sh aplikasi eror udh masukin kode verifikasi udh bnr ngetiknya slh mulu diblgnya
Nathan Wijaya,5,2023-07-31 11:09:33,👍✌
immer rofdel,5,2023-07-31 10:26:58,Bagus untuk monitor
Imanuel Christian,1,2023-07-31 10:26:31,ribet
Gatot Setiawan,1,2023-07-31 07:56:48,"Apk tidak berguna, mending d hapus lagi saja."
Lana Fatika,5,2023-07-31 03:51:41,Jos
Azhar Ibrahim Bima Saputra,3,2023-07-31 02:17:40,"Saya sudah melakukan vaksin ke 3 (booster) tapi kenapa di aplikasi belum muncul sertifikatnya, padahal udah nunggu hampir 2 bulan.. Mohon bantuannya 🙏🙏🙏"
09devinamakassa Suryaaja,1,2023-07-30 20:36:11,Bikin ribet download sertifikat vaksin. Yg hp canggil keluara baru enak lah sy ram penuh. Cuma mau sertifikat vaksin download apk dulu. Mna lemot bgt
Indra Sunarya,1,2023-07-30 20:24:50,Sy mau cek sertifikat vaksin kok gk ada yah mlh ada keterangan sy blm pernah vaksin pdhl sy udah booster
Kris Manto,1,2023-07-30 20:16:19,Bikin repot..saya lupa no tlp ..email yg dulu .sekarang ngga bisa masuk
Idha Sirenden,1,2023-07-30 20:00:18,Kok ribet amat ya😶
Wise Qwin,1,2023-07-30 19:56:29,Sudah vaksin lengkap tidak terbaca di SISDMK
"M,safii Kece",5,2023-07-30 19:54:37,Sangat bagus
Corsteam 2004,2,2023-07-30 19:12:46,"Kok pelayananya lambat,lagi lagi cek hasil vaksin belum muncul padahal udah vaksin,tolonglah untuk diperbaiki karena sebagian lembaga masih memakai hasil vaksinnya"
Riffaya Maliha,1,2023-07-30 18:50:52,Maaf kasih bintang satu dulu soal nya aplikasi nya suka ngelag
Febri yudha,4,2023-07-30 18:48:28,Aplikasi kok suka nya lag
Riduan Napitupulu,1,2023-07-30 17:58:51,Terlalu ribet
Namikaze Rinto,1,2023-07-30 16:58:49,Serifikat vaksin diklik gabisa dibuka coy😀
Eko Permana Lubis,3,2023-07-30 16:05:22,The Tut hu 6 55 55 tidak 55 z untuk no save GG 9
Muhammad ikhwan,1,2023-07-30 10:57:33,"Aplikasi di update gak bertanggung jawab, gak bisa download sertifikat 💩"
Dian Novianti,1,2023-07-30 10:54:38,"Ni apk gimana sih, kode otp dikirim gak bisa dibuat masuk. Kan yang kirim aplikasinya sendiri kenapa waktu dibuat masuk akun malah gak bisa aneh. Padahal angka yang tak tulis udah bener"
Anton Damian,5,2023-07-30 09:54:19,Ga bisa di download
Mùگàfìr '76,2,2023-07-30 09:42:50,Mengapa Kode Verifikasi Harus Via WA bukan langsung di SMS nomor saja ?? REPOT JIKA NOMOR YANG DIDAFTARKAN TIDAK DIGUNAKAN UNTUK WA..KAPAN MAU MASUK KODE VERIFIKASI ITU YA???HADEHHHH 👎👎👎
Rivad Ek,1,2023-07-30 09:02:10,Bintang 5 untuk PeduliLindungi
Mohamad Rizky Ramadhan,1,2023-07-30 07:56:13,"Vaksin berdua sama ibu saya, tp kok sertifikat vaksin sy tidak keluar dan hanya keluar yg punya ibu saya, dulu waktu masih pedulilindungi ada dan bisa diakses,"
I Made Randiawan,5,2023-07-30 06:29:35,Masih perlu perbaikan
ari d'jadoel,1,2023-07-30 00:19:53,"kembalikan aplikasi kayak dulu lagi (peduli lindungi),..tiap mau buka kenapa jadi harus ngulang masuk lagi,ketik email lagi.???"
Resa Stans,1,2023-07-29 23:31:17,Kenapa gak bisa masuk nik sesuai tapi tertera diaplikasi nama tidak cocok maksudnya gimana ya?
bagus nanang,1,2023-07-29 23:03:22,"B E G O, GUA UDH MASUKIN O T P TETEP KAGA MASUK!"
Aprizalanwari78,5,2023-07-29 22:58:21,Mantap sekali
Gusman Komara,5,2023-07-29 22:10:11,Tataian
Fajar Alexander,1,2023-07-29 21:56:42,Terlalu ribet dan kebanyakan bug
Muhammad Husnul Mubarok Ardiyansah,1,2023-07-29 21:19:38,"Sangat tidak baik, lebih bagus di apk perduli lindung, karena banyak sekali bug dan malah tambah ribet"
Dyno Farm,1,2023-07-29 21:03:03,Ancur
Tri Yono,1,2023-07-29 20:57:58,Sehat slalu sukses
Luthfi Winasis,1,2023-07-29 20:30:46,"Gak bisa masuk, padahal kode udah sama"
Rohana Hana,1,2023-07-29 19:56:44,"Setelah diperbarui,udah masukin data dan kode verifikasi tapi kenapa nama profil jadi berubah nama orang lain ...??? Sy udah coba ubah akun hasilnya masih sama"
Rangga Arisena,5,2023-07-29 19:56:08,Layanannya bagus terimakasih satu sehat 👍
Paisal Ahmad faisal,1,2023-07-29 18:36:38,Kenapa tidak bisa memasukan nomor telpon nya bang
mar yuni,1,2023-07-29 17:05:53,Sumpah diupdate malah busuk banget lagi butuh sertifika vaksin nya woyyy
Ajem Baihaqy,2,2023-07-29 16:31:57,Sekarang sangat tibet tiap buka aplikasi di suruh masuk aplikasi
Sayyid Umar Fiqri,1,2023-07-29 15:56:50,lebih baik peduli lindungi dari pada ini. NIK sudah sesuai masih aja salah. niatnya ingin mengupgrade agar lebih maju. malah jadi sangat menurun dan sangat tidak berguna
Kholil Bangkalan,1,2023-07-29 15:50:51,"Sangat"" tidak membantu, padahal saya sudh vaksin ke 3, tapi yng tertulis cuma vaksin pertama"
Anisa Apriliana,1,2023-07-29 15:19:31,Saya sudah vaksin booster 2 dr seminggu lalu kenapa ngga muncul-muncul sertifikatnya? Tolong dong butuh bgt buat daftar kerja!!!
Pandu Wijaksana,1,2023-07-29 14:33:06,"ini apaan sh apk nya, ya kali sekalinya udah update tapi hasil vaksinnya gk ada"
IRJI D,5,2023-07-29 14:32:14,Ok
fathur razaq,1,2023-07-29 12:31:48,Sudah input otp dg benar tp sistem selalu memdeteksi salah. Luar biasa
Andrew 98,1,2023-07-29 10:57:20,"Makin update Mkin GK jlas, aplikasi sampah"
Galery Nara&Naura,1,2023-07-29 10:51:31,Tidak sinkron. Apaan aplikasi yang dibiayai pemerintah selalu saja 'begini'
Rion Marthin,1,2023-07-29 10:49:52,Parah masa ga dpt no verifikasi di wa
zahrotul firdausa,1,2023-07-29 10:27:06,"Apk ora jelas, bolak balik minta kode verifikasi ga ada yang masuk satu pun!!!"
just love,1,2023-07-29 10:25:00,"kode verifikasi ga dapat"" jelek."
Meri Diani,1,2023-07-29 10:03:07,Menyulitkan untuk login
Lika Erlika,1,2023-07-29 09:33:18,kok mending dulu yg aplikasi pedulilindungi. ini mau login udh bener masukin nomer telp knp otp gak dikirim² . hadeh
keila keii,1,2023-07-29 09:03:19,"apk ga jelas lemot, padahal sinyal bagus, buka apk lain bagus, buka satu sehat lemot banget, bintang 1, fiturnya ribet"
muhammad arif,3,2023-07-29 08:54:01,Payah masukkan kode salah terus
Rafah Ammar,1,2023-07-29 08:52:17,"Tidak menerima kode verifikasi ,butut"
Mas Dani,2,2023-07-29 07:35:34,Aplikasinya lemot dan tidak efisien
Haikal Apriyanto,1,2023-07-29 06:39:17,"Ini aplikasi bagaimana sii... Tolonglah padahal dulu sebelum di update status sudah vaksinasi booster 3, kenapa sekarang pas di update malah yang muncul vaksinasi booster 1. Ini kita mau melamar kerja minimal booster 2. Huuffffff"
Setyo Fauzy,1,2023-07-29 04:07:24,"Gajelas, code otp ga masuk, lemot"
pitwikers,1,2023-07-29 00:44:03,Ribet
Siti Rochmah,1,2023-07-28 23:22:51,Emang gaje. Abis di update malah gx bisa login. Kek taee.
Nct Ilichil,1,2023-07-28 22:44:37,"Apk ga guna. Masa email udah terdaftar dibilang ga terdaftar, trus pas masukin nomor telp malah error bodoh banget"
Dita Tunjung Sari,1,2023-07-28 22:39:58,RIBET!
Clas Clarence,1,2023-07-28 22:34:40,Buriqqqqqq
Haris Muhnandar,1,2023-07-28 22:26:42,"Kode otp ga masuk, padahal nomernya sudah terdaftar di apk satu sehat, ada cara lain buat bisa login, sebelum bisa bisa masuk, udah lama ga di buka suruh login LG, dan sekarang tidak bisa masuk karena otp tidak masuk ke wa"
Rio Rio Mujianto,5,2023-07-28 22:07:27,AQ login eror
Aisah 12,1,2023-07-28 22:05:47,Saya udah VASIN Buster tapi pas di cek ga ada sertifikat nya malah yg muncul tiket VASIN padah saya udah vaksin yg ketiga. Bukannya berubah lebih baik malah lebih buruk
Rian Gunawan,1,2023-07-28 21:54:02,"Aplikasi dongo, kirim kode OTP ga dateng2"
sadam magribi,1,2023-07-28 21:34:08,Aplikasi tidak bermanfaat dan tidak berguna
irfan hakim,1,2023-07-28 21:02:21,Kenapa akun saya hilang saya mau cetak surat vaksin jadi tidak bisa!!
M. Khoirul Akmal,1,2023-07-28 20:57:28,Tolong tiket vaksin nya segera dimunculkan karena saya sudah 18 tahun tapi tiket vaksin blm juga muncul sehingga saat melaksanakan vaksin ke 3 tidak muncul sertifikat dan mempersulit kami yang sedang mencari pekerjaan karena persyaratan sekarang harus sudah booster dan muncul sertifikat nya di apk satu sehat ini. Tolong segera ditindak lanjuti karena mempersulit kami yang sedang mencari kerja🙏 Karna persyaratan harus punya sertifikat vaksin booster
Alinda Puspita Sari,1,2023-07-28 20:56:52,"sudah vaksin booster tapi yang muncul cuma sertifikat vaksin 2x ini bagaimana seharusnya kalau sudah di input dari puskesmas langsung bisa di update data vaksinasinya. ini juga untuk syarat melamar pekerjaan, semoga bisa lebih baik lagi"
Adi Hariyanto,1,2023-07-28 19:53:23,Kode verifikasi msak gk masuk2
Angga Nurhakim,1,2023-07-28 19:25:16,masuk aja kodenya gak masuk²
Cita Rahayu,1,2023-07-28 19:09:45,KUNAON YEU BET JADI GORENG KIEU SIA ANJ KDON NGARUDET KEUN KA AINGG BIASANAMAH BISA APK TAI APK BAGONG CIK ATU BENER KEUN ANJ ANJ TEH MEMEK AH
Kurnianti XAkl2,1,2023-07-28 18:48:25,Ga bisa masuk kenapa yah min
Mohamad Ajmi,1,2023-07-28 18:42:15,"saya sudah vaksin ke-3 namun masih berwarna kuning, dan tidak ada sertivikat untuk vaksin booster 1 saya"
Nuruddin Agus,1,2023-07-28 18:35:57,kode verifikasi dari wa ga muncul...ga jelas
Riski Nur ramadan,1,2023-07-28 18:25:19,jelek bgt kode verifikasi gak dikirim kirm
Ahmad Dody Subhan,1,2023-07-28 18:11:27,Minta verifikasi kode wa lama bener gak dapat notifikasi!!!
Susi Susanti,1,2023-07-28 17:06:05,SUMPAH NI APLIKASI GAK ADA MANFAATNYA! emosi banget gue lagi butuh butuhnya login aja susah! Di alihin ke help apalah itu tp gak guna! Sebobrok ini ya pelayanannya?? GAUSAH BIKIN APLIKASI DEH KALO GAK ADA GUNANYA MENUHIN MEMORY AJA DOWNLOAD INI!
Kresna Adi Wijaya Kusuma putra,1,2023-07-28 17:05:24,Kenapa sertifikat nya belum muncul ya?
Thoriq Ramadhan,1,2023-07-28 16:53:13,Tidak bisa login aneh bgt apk nya di update bukanya lebih mudah dalam mengakses malah tambah sulit gmna ini
Widya kemala Agustin,1,2023-07-28 16:49:46,Ini gmna masuknya kalo masuk aja ga dapet verifikasi dari nomor telpon
Diva ariya saputra,1,2023-07-28 16:46:07,Weiiiii gak bisa login. Kumaha sih aplikasi na. Lier urang teh. Gak dapat kode verifikasi. Dapatnya kode dari dia malah hahhaha. Kumaha damang?
Ichwan Ramadhan,1,2023-07-28 16:35:55,Wey ini Sertifikat V3 nya ga muncul sampai sekarang. Padahal vaksin nya sudah lama. Haduh gimana ini.
Pikri Marsiadi,1,2023-07-28 16:12:26,Sudah install tapi aplikasi gak bisa dipakai rebet banget dulu diaplikasi peduli lindungi cepat mudah gak ribet
fandik nugroho,1,2023-07-28 15:17:06,Ini gimana loginnya gak dapet kode otp udah diresend berkali kali gak masuk masuk tolong kalo gak kompeten dibidangnya jangan maksa ini hasilnya jadi app sampah
Udin Wahyudin,2,2023-07-28 15:10:06,VT
Aisah Niken,1,2023-07-28 14:17:22,Kenapa setelah di update semua kartu ilang harus scan ulang tapi tiap scan selalu gagal alasan nya kartu tidak di kenal😡😡 mau makek kartuu boster nya jdi ga bisa
angga nartutama,1,2023-07-28 14:15:53,"lagi butuh sertifikat vaksin, malah aplikasinya mau verif aja ribet ga bisa bisa"
Ana Fatwiyati,5,2023-07-28 13:28:03,Pelayanannya lumayan
abi Aby,1,2023-07-28 13:02:33,"Apk ny susah dipahami, padahal mau unduh sertifikat vaksin gk bisa. Padahal pas perduli lindungi mau unduh sertifikat vaksin gampang."
Faizal Ramdani,5,2023-07-28 12:13:35,boleh
ASHARI MARZUKI,4,2023-07-28 11:46:38,Semoga bermanfaat untuk semuanya...
Ridwan Sopian,1,2023-07-28 11:35:38,Pada ilang sertifikat covid nya
Apni Vettra Silalahi,1,2023-07-28 10:39:56,Pas masukin kode Verifikasi tidak bisa
Ahmat Charis,1,2023-07-28 10:08:17,Sertifikat boster kedua saya gak muncul-muncul di aplikasi satu sehat. Gimana dong
Sentang Family,1,2023-07-28 10:08:00,Login payah
Fajar Sidiq,1,2023-07-28 09:10:14,"Apk buruk, buat login aja susah nya minta ampun"
xiao liang jie SH,1,2023-07-28 08:33:20,Lemot gak asik apk nya bagus pedulilindungi
Ronal _sumampouw,1,2023-07-28 08:05:05,Tdk gunah
Reza Subakty,1,2023-07-28 07:44:55,Dulu cek sertifikat vaksin gampang sekarang malah ribet trus boster ga terdata padahal udah boster
heryman susilo,1,2023-07-28 07:44:24,OTP sudah benar tapi malah ga bisa masuk. Baru kali ini pasang aplikasi yang otp nya di bilang salah. 🤣🤣🤣
Suharni Anni,1,2023-07-28 06:41:35,Aplikasi setan. Baru kali ini saya loging data di Bilang nama tidak sesuai NIK
Shendy suwardi nurohman,2,2023-07-28 06:25:57,Di login login susaah nya minta ampun kode otp masih belum masuk Parahhh
RIZKY FAUZI,1,2023-07-28 03:28:21,Booster ga muncul kocak
Aku Kamu,1,2023-07-27 21:58:05,Jelek
Moch rafidin Al-husen,3,2023-07-27 19:45:20,"Mangkanya saya download karena ingin melihat barcode dan status vaksinasi . Ehh malah suruh scan hasil vaksin,pie toh min minnn"
Yayat Supriatna,1,2023-07-27 19:27:07,Ko gak ada sertifikat peduli lindungi saya aneh banget setelah diganti jadi satu sehat !
Dicki Hendarsah,1,2023-07-27 17:46:13,"Buruk, jadi gabisa lihat riwayat vaksin. Padahal sebelumnya peduli lindungi tertera riwayat vaksin beserta kartunya. Ini gaada sama sekali"
Muhammad 'Alwan,5,2023-07-27 16:18:31,"sertifikat vaksin saya tidak ada,melalui wa tertera saya coba alhamdulillah langsung tersedia di aplikasi,syaratnya mencantumkan data yang dibutuhkan terus foto ktp,selfie+ktp,dan kartu vaksin dari faskes penyedia vaksin"
Lilis Setiowati,1,2023-07-27 15:18:22,kenapa cs pedulilindungi susah untuk merespon.responnya lama..d no wa juga lama responnya.entar sekali respon jawabannya hrs menghubungi lewat email.klo lewat email sama aja responnya lama.sudah ngirim data tapi tidak ada tanggapan dari cs.
